policy_on	who_checks	over_whom	secret_value	max_belief	max_belief_float	on_output
P_1-P_2	P_1	P_2	[P_2.x=1]	14/257	0.054475	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=2]	31/631	0.049129	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=3]	17/380	0.044737	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=4]	37/901	0.041066	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=5]	19/517	0.036751	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=6]	39/1147	0.034002	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=7]	1/31	0.032259	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=8]	41/1313	0.031227	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=9]	21/689	0.030479	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=10]	43/1445	0.029758	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=11]	22/757	0.029063	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=12]	9/317	0.028392	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=13]	46/1657	0.027762	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=14]	23/865	0.026590	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=15]	47/1805	0.026039	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=16]	6/235	0.025532	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=17]	49/1957	0.025039	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=18]	49/2033	0.024103	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=19]	5/211	0.023697	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=20]	17/729	0.023320	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=21]	26/1133	0.022948	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=22]	52/2345	0.022175	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=23]	53/2425	0.021856	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=24]	27/1252	0.021566	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=25]	1/47	0.021277	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=26]	55/2666	0.020631	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=27]	149/7251	0.020549	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=28]	150/7169	0.020924	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=29]	149/7089	0.021019	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=30]	150/7019	0.021371	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=31]	149/6957	0.021418	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=32]	30/1381	0.021724	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=33]	149/6855	0.021736	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=34]	150/6809	0.022030	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=35]	149/6765	0.022026	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=36]	6/269	0.022305	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=37]	149/6687	0.022283	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=38]	150/6653	0.022547	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=39]	149/6621	0.022505	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=40]	150/6593	0.022752	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=41]	149/6567	0.022690	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=42]	30/1309	0.022919	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=43]	149/6525	0.022836	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=44]	150/6509	0.023046	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=45]	149/6495	0.022941	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=46]	30/1297	0.023131	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=47]	149/6477	0.023005	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=48]	150/6473	0.023174	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=49]	149/6471	0.023026	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=50]	50/2157	0.023181	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=51]	199/6471	0.030753	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=52]	200/6471	0.030908	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=53]	199/6472	0.030748	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=54]	199/6475	0.030734	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=55]	11/360	0.030556	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=56]	198/6487	0.030523	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=57]	197/6496	0.030327	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=58]	197/6507	0.030276	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=59]	49/1630	0.030062	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=60]	196/6535	0.029993	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=61]	5/168	0.029762	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=62]	195/6571	0.029676	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=63]	97/3296	0.029430	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=64]	194/6615	0.029328	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=65]	193/6640	0.029067	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=66]	193/6667	0.028949	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=67]	8/279	0.028674	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=68]	192/6727	0.028542	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=69]	191/6760	0.028255	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=70]	191/6795	0.028109	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=71]	95/3416	0.027811	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=72]	190/6871	0.027653	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=73]	7/256	0.027344	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=74]	189/6955	0.027175	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=75]	187/7000	0.026715	[similar=0]
P_1-P_2	P_1	P_2	[P_2.x=76]	73/2953	0.024721	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=77]	3/121	0.024794	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=78]	71/2853	0.024887	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=79]	1/40	0.025000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=80]	23/915	0.025137	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=81]	17/672	0.025298	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=82]	67/2629	0.025485	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=83]	11/428	0.025701	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=84]	13/501	0.025949	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=85]	8/305	0.026230	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=86]	3/113	0.026549	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=87]	31/1152	0.026910	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=88]	61/2233	0.027318	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=89]	1/36	0.027778	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=90]	59/2085	0.028298	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=91]	29/1004	0.028885	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=92]	19/643	0.029549	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=93]	1/33	0.030304	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=94]	11/353	0.031162	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=95]	9/280	0.032143	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=96]	53/1593	0.033271	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=97]	13/376	0.034575	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=98]	17/471	0.036094	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=99]	5/132	0.037879	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=100]	1/25	0.040000	[similar=1]
