policy_on	who_checks	over_whom	secret_value	max_belief	max_belief_float	on_output
P_1-P_2	P_1	P_2	[P_2.x=1]	3/8	0.375000	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=2]	4/13	0.307693	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=3]	4/17	0.235295	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=4]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=5]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=6]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=7]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=8]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=9]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=10]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=11]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=12]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=13]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=14]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=15]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=16]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=17]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=18]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=19]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=20]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=21]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=22]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=23]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=24]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=25]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=26]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=27]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=28]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=29]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=30]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=31]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=32]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=33]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=34]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=35]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=36]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=37]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=38]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=39]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=40]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=41]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=42]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=43]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=44]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=45]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=46]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=47]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=48]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=49]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=50]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=51]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=52]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=53]	5/19	0.263158	[similar=1]
P_1-P_2	P_1	P_2	[P_2.x=54]	5/19	0.263158	[similar=1]
